id,date,month,season,status,zipcode,buy_price,fall_price,spring_price,summer_price,winter_price,best_price,Profit,best_season_to_sell
3530510041,2014-07-23,7,summer,Buy,98198,188500.0,245050.0,245050.0,245050.0,245050.0,245050.0,56550.0,"summer,spring,fall,winter"
3134100116,2014-08-27,8,summer,Buy,98052,470000.0,611000.0,611000.0,611000.0,611000.0,611000.0,141000.0,"summer,spring,fall,winter"
2525310310,2014-09-16,9,fall,Buy,98038,272500.0,354250.0,354250.0,354250.0,354250.0,354250.0,81750.0,"summer,spring,fall,winter"
6126500060,2014-11-24,11,fall,Buy,98108,329950.0,428935.0,428935.0,428935.0,362945.0,428935.0,98985.0,"summer,spring,fall"
3362400431,2014-06-26,6,summer,Buy,98103,518500.0,674050.0,674050.0,674050.0,674050.0,674050.0,155550.0,"summer,spring,fall,winter"
4060000240,2014-06-23,6,summer,Buy,98178,205425.0,267052.5,267052.5,267052.5,267052.5,267052.5,61627.5,"summer,spring,fall,winter"
3454800060,2015-01-08,1,winter,Buy,98168,171800.0,223340.0,223340.0,223340.0,223340.0,223340.0,51540.0,"summer,spring,fall,winter"
6675500070,2014-11-19,11,fall,Buy,98034,391500.0,508950.0,508950.0,508950.0,508950.0,508950.0,117450.0,"summer,spring,fall,winter"
3626039187,2015-04-06,4,spring,Buy,98117,395000.0,513500.0,513500.0,513500.0,513500.0,513500.0,118500.0,"summer,spring,fall,winter"
8732020310,2014-07-17,7,summer,Buy,98023,260000.0,338000.0,338000.0,286000.0,338000.0,338000.0,78000.0,"winter,spring,fall"
7853210060,2015-04-06,4,spring,Buy,98065,430000.0,559000.0,559000.0,559000.0,559000.0,559000.0,129000.0,"summer,spring,fall,winter"
3668000070,2015-01-05,1,winter,Buy,98092,212000.0,275600.0,275600.0,275600.0,275600.0,275600.0,63600.0,"summer,spring,fall,winter"
8929000270,2014-05-12,5,spring,Buy,98029,453246.0,589219.8,589219.8,589219.8,589219.8,589219.8,135973.80000000005,"summer,spring,fall,winter"
921049315,2014-08-13,8,summer,Buy,98003,199000.0,258700.0,258700.0,258700.0,258700.0,258700.0,59700.0,"summer,spring,fall,winter"
3655000070,2014-08-05,8,summer,Buy,98003,220000.0,286000.0,286000.0,286000.0,286000.0,286000.0,66000.0,"summer,spring,fall,winter"
3992700335,2014-07-07,7,summer,Buy,98125,382500.0,497250.0,497250.0,497250.0,497250.0,497250.0,114750.0,"summer,spring,fall,winter"
2767603505,2014-05-07,5,spring,Buy,98107,519950.0,571945.0,675935.0,571945.0,675935.0,675935.0,155985.0,"spring,winter"
4232901525,2014-06-27,6,summer,Buy,98119,665000.0,864500.0,864500.0,864500.0,731500.0,864500.0,199500.0,"summer,spring,fall"
1777500060,2014-07-08,7,summer,Buy,98006,527700.0,686010.0,686010.0,686010.0,686010.0,686010.0,158310.0,"summer,spring,fall,winter"
1432900240,2015-05-08,5,spring,Buy,98058,205000.0,266500.0,266500.0,266500.0,266500.0,266500.0,61500.0,"summer,spring,fall,winter"
6071600370,2015-02-27,2,winter,Buy,98006,500000.0,650000.0,650000.0,650000.0,650000.0,650000.0,150000.0,"summer,spring,fall,winter"
3224079105,2014-08-06,8,summer,Buy,98027,430000.0,559000.0,559000.0,559000.0,559000.0,559000.0,129000.0,"summer,spring,fall,winter"
1994200024,2014-11-04,11,fall,Buy,98103,511000.0,664300.0,664300.0,664300.0,664300.0,664300.0,153300.0,"summer,spring,fall,winter"
3362900810,2014-08-20,8,summer,Buy,98103,532170.0,585387.0,691821.0,691821.0,691821.0,691821.0,159651.0,"summer,spring,winter"
7920100045,2014-05-16,5,spring,Buy,98115,350000.0,455000.0,455000.0,455000.0,455000.0,455000.0,105000.0,"summer,spring,fall,winter"
8960000030,2014-07-28,7,summer,Buy,98058,215000.0,279500.0,279500.0,279500.0,279500.0,279500.0,64500.0,"summer,spring,fall,winter"
8029200135,2014-11-13,11,fall,Buy,98022,247000.0,321100.0,321100.0,321100.0,321100.0,321100.0,74100.0,"summer,spring,fall,winter"
1081200350,2014-10-03,10,fall,Buy,98059,320000.0,416000.0,416000.0,416000.0,416000.0,416000.0,96000.0,"summer,spring,fall,winter"
84000105,2014-05-07,5,spring,Buy,98146,255000.0,331500.0,331500.0,331500.0,331500.0,331500.0,76500.0,"summer,spring,fall,winter"
3756500060,2015-03-09,3,spring,Buy,98034,438000.0,569400.0,569400.0,569400.0,481800.0,569400.0,131400.0,"summer,spring,fall"
3574800520,2014-06-20,6,summer,Buy,98034,441000.0,573300.0,573300.0,573300.0,485100.0,573300.0,132300.0,"summer,spring,fall"
2617300160,2014-08-12,8,summer,Buy,98027,420000.0,546000.0,546000.0,546000.0,546000.0,546000.0,126000.0,"summer,spring,fall,winter"
2558660270,2014-12-08,12,winter,Buy,98034,370000.0,481000.0,481000.0,481000.0,481000.0,481000.0,111000.0,"summer,spring,fall,winter"
1755700060,2014-06-11,6,summer,Buy,98133,371500.0,408650.0,482950.0,408650.0,482950.0,482950.0,111450.0,"spring,winter"
4330600435,2015-03-16,3,spring,Buy,98166,284000.0,369200.0,369200.0,369200.0,369200.0,369200.0,85200.0,"summer,spring,fall,winter"
1999700045,2014-05-02,5,spring,Buy,98133,313000.0,406900.0,406900.0,406900.0,406900.0,406900.0,93900.0,"summer,spring,fall,winter"
1687900520,2014-09-29,9,fall,Buy,98006,673000.0,874900.0,874900.0,874900.0,874900.0,874900.0,201900.0,"summer,spring,fall,winter"
7234600798,2015-02-10,2,winter,Buy,98122,425000.0,552500.0,552500.0,552500.0,552500.0,552500.0,127500.0,"summer,spring,fall,winter"
3881900445,2014-07-09,7,summer,Buy,98144,399950.0,519935.0,519935.0,519935.0,519935.0,519935.0,119985.0,"summer,spring,fall,winter"
2254502445,2014-05-30,5,spring,Buy,98122,385000.0,500500.0,500500.0,500500.0,500500.0,500500.0,115500.0,"summer,spring,fall,winter"
5437810320,2014-11-17,11,fall,Buy,98022,269950.0,350935.0,350935.0,350935.0,350935.0,350935.0,80985.0,"summer,spring,fall,winter"
9158100075,2015-01-07,1,winter,Buy,98177,330000.0,429000.0,429000.0,429000.0,429000.0,429000.0,99000.0,"summer,spring,fall,winter"
3830630310,2014-07-25,7,summer,Buy,98030,260000.0,338000.0,338000.0,338000.0,338000.0,338000.0,78000.0,"summer,spring,fall,winter"
6661200320,2014-07-23,7,summer,Buy,98038,163500.0,212550.0,212550.0,212550.0,212550.0,212550.0,49050.0,"summer,spring,fall,winter"
1954440060,2014-05-05,5,spring,Buy,98074,560000.0,728000.0,728000.0,728000.0,728000.0,728000.0,168000.0,"summer,spring,fall,winter"
1115810060,2014-12-05,12,winter,Buy,98052,585188.0,760744.4,760744.4,760744.4,760744.4,760744.4,175556.40000000002,"summer,spring,fall,winter"
9477200200,2014-08-18,8,summer,Buy,98034,305000.0,396500.0,396500.0,396500.0,396500.0,396500.0,91500.0,"summer,spring,fall,winter"
1432600560,2014-11-05,11,fall,Buy,98058,166950.0,217035.0,217035.0,217035.0,217035.0,217035.0,50085.0,"summer,spring,fall,winter"
2287000060,2014-09-12,9,fall,Buy,98040,799000.0,1038700.0,1038700.0,1038700.0,1038700.0,1038700.0,239700.0,"summer,spring,fall,winter"
3996900125,2014-12-01,12,winter,Buy,98155,230000.0,299000.0,299000.0,299000.0,299000.0,299000.0,69000.0,"summer,spring,fall,winter"
7796450200,2014-05-15,5,spring,Buy,98023,256883.0,333947.9,333947.9,282571.3,333947.9,333947.9,77064.90000000002,"winter,spring,fall"
2824079053,2015-01-13,1,winter,Buy,98024,440000.0,484000.0,572000.0,572000.0,572000.0,572000.0,132000.0,"summer,spring,winter"
3542300060,2015-03-11,3,spring,Buy,98056,210000.0,273000.0,273000.0,273000.0,273000.0,273000.0,63000.0,"summer,spring,fall,winter"
7551300060,2014-07-16,7,summer,Buy,98107,470000.0,611000.0,611000.0,611000.0,611000.0,611000.0,141000.0,"summer,spring,fall,winter"
100600550,2014-08-04,8,summer,Buy,98023,226500.0,294450.0,294450.0,294450.0,294450.0,294450.0,67950.0,"summer,spring,fall,winter"
3211100860,2015-03-03,3,spring,Buy,98059,274250.0,356525.0,356525.0,356525.0,356525.0,356525.0,82275.0,"summer,spring,fall,winter"
3456000310,2014-08-04,8,summer,Buy,98040,840000.0,1092000.0,1092000.0,1092000.0,1092000.0,1092000.0,252000.0,"summer,spring,fall,winter"
7465900060,2015-02-05,2,winter,Buy,98116,425000.0,552500.0,552500.0,552500.0,552500.0,552500.0,127500.0,"summer,spring,fall,winter"
1222000055,2014-11-23,11,fall,Buy,98166,180250.0,234325.0,234325.0,234325.0,234325.0,234325.0,54075.0,"summer,spring,fall,winter"
2310030510,2015-04-22,4,spring,Buy,98038,320000.0,416000.0,416000.0,416000.0,416000.0,416000.0,96000.0,"summer,spring,fall,winter"
1025049114,2014-07-17,7,summer,Buy,98105,625504.0,813155.2,813155.2,813155.2,813155.2,813155.2,187651.19999999995,"summer,spring,fall,winter"
8677300550,2014-05-15,5,spring,Buy,98074,592500.0,770250.0,770250.0,770250.0,770250.0,770250.0,177750.0,"summer,spring,fall,winter"
7611200125,2014-10-23,10,fall,Buy,98177,467000.0,607100.0,607100.0,607100.0,607100.0,607100.0,140100.0,"summer,spring,fall,winter"
5611500140,2014-08-22,8,summer,Buy,98075,686000.0,891800.0,891800.0,891800.0,891800.0,891800.0,205800.0,"summer,spring,fall,winter"
705700390,2014-09-03,9,fall,Buy,98038,328000.0,426400.0,426400.0,426400.0,426400.0,426400.0,98400.0,"summer,spring,fall,winter"
8682281200,2015-03-09,3,spring,Buy,98053,479950.0,623935.0,623935.0,623935.0,623935.0,623935.0,143985.0,"summer,spring,fall,winter"
7972000200,2014-05-29,5,spring,Buy,98023,264950.0,344435.0,344435.0,291445.0,344435.0,344435.0,79485.0,"winter,spring,fall"
722059070,2015-01-15,1,winter,Buy,98031,235000.0,305500.0,305500.0,305500.0,305500.0,305500.0,70500.0,"summer,spring,fall,winter"
7202340400,2015-03-03,3,spring,Buy,98053,516500.0,671450.0,671450.0,671450.0,671450.0,671450.0,154950.0,"summer,spring,fall,winter"
943100260,2014-11-20,11,fall,Buy,98024,213000.0,276900.0,276900.0,276900.0,276900.0,276900.0,63900.0,"summer,spring,fall,winter"
7228500560,2015-03-20,3,spring,Buy,98122,410000.0,533000.0,533000.0,533000.0,533000.0,533000.0,123000.0,"summer,spring,fall,winter"
3584000310,2014-12-08,12,winter,Buy,98003,225000.0,292500.0,292500.0,292500.0,292500.0,292500.0,67500.0,"summer,spring,fall,winter"
8150100045,2014-10-01,10,fall,Buy,98126,210000.0,273000.0,273000.0,273000.0,273000.0,273000.0,63000.0,"summer,spring,fall,winter"
6131600075,2015-04-27,4,spring,Buy,98002,225000.0,292500.0,292500.0,292500.0,292500.0,292500.0,67500.0,"summer,spring,fall,winter"
9468200125,2014-08-26,8,summer,Buy,98103,480000.0,624000.0,624000.0,624000.0,624000.0,624000.0,144000.0,"summer,spring,fall,winter"
7899800890,2015-02-26,2,winter,Buy,98106,181000.0,235300.0,235300.0,235300.0,235300.0,235300.0,54300.0,"summer,spring,fall,winter"
3797001895,2015-04-22,4,spring,Buy,98103,481000.0,625300.0,625300.0,625300.0,625300.0,625300.0,144300.0,"summer,spring,fall,winter"
1105000588,2015-04-21,4,spring,Buy,98118,349500.0,454350.0,454350.0,454350.0,454350.0,454350.0,104850.0,"summer,spring,fall,winter"
3830630060,2014-09-29,9,fall,Buy,98030,245000.0,318500.0,318500.0,318500.0,318500.0,318500.0,73500.0,"summer,spring,fall,winter"
5127001620,2015-02-11,2,winter,Buy,98059,315000.0,409500.0,409500.0,409500.0,409500.0,409500.0,94500.0,"summer,spring,fall,winter"
9407100800,2014-11-24,11,fall,Buy,98045,255000.0,331500.0,331500.0,331500.0,331500.0,331500.0,76500.0,"summer,spring,fall,winter"
8722101360,2014-12-02,12,winter,Buy,98112,780000.0,1014000.0,1014000.0,1014000.0,1014000.0,1014000.0,234000.0,"summer,spring,fall,winter"
8644000060,2014-10-24,10,fall,Buy,98198,237000.0,308100.0,308100.0,308100.0,308100.0,308100.0,71100.0,"summer,spring,fall,winter"
3325069129,2014-12-16,12,winter,Buy,98074,525000.0,682500.0,682500.0,682500.0,682500.0,682500.0,157500.0,"summer,spring,fall,winter"
1400300055,2015-04-28,4,spring,Buy,98144,425000.0,552500.0,552500.0,552500.0,552500.0,552500.0,127500.0,"summer,spring,fall,winter"
2123039032,2014-10-27,10,fall,Buy,98070,369900.0,480870.0,480870.0,480870.0,480870.0,480870.0,110970.0,"summer,spring,fall,winter"
3438500192,2014-09-29,9,fall,Buy,98106,285000.0,370500.0,370500.0,370500.0,370500.0,370500.0,85500.0,"summer,spring,fall,winter"
7974200510,2014-08-14,8,summer,Buy,98115,415000.0,539500.0,539500.0,539500.0,539500.0,539500.0,124500.0,"summer,spring,fall,winter"
1745100140,2014-10-17,10,fall,Buy,98003,210000.0,273000.0,273000.0,273000.0,273000.0,273000.0,63000.0,"summer,spring,fall,winter"
2976800796,2014-09-25,9,fall,Buy,98178,236000.0,306800.0,306800.0,306800.0,306800.0,306800.0,70800.0,"summer,spring,fall,winter"
4235400186,2014-11-24,11,fall,Buy,98199,331000.0,430300.0,430300.0,430300.0,430300.0,430300.0,99300.0,"summer,spring,fall,winter"
6874200960,2015-02-27,2,winter,Buy,98178,170000.0,221000.0,221000.0,221000.0,221000.0,221000.0,51000.0,"summer,spring,fall,winter"
5634500392,2015-04-10,4,spring,Buy,98028,330000.0,429000.0,429000.0,429000.0,429000.0,429000.0,99000.0,"summer,spring,fall,winter"
7214810350,2014-10-17,10,fall,Buy,98072,467000.0,607100.0,607100.0,607100.0,607100.0,607100.0,140100.0,"summer,spring,fall,winter"
6647200060,2015-02-09,2,winter,Buy,98034,405000.0,526500.0,526500.0,526500.0,526500.0,526500.0,121500.0,"summer,spring,fall,winter"
9552700140,2014-07-02,7,summer,Buy,98006,675000.0,877500.0,877500.0,877500.0,877500.0,877500.0,202500.0,"summer,spring,fall,winter"
2200500350,2014-08-12,8,summer,Buy,98006,500000.0,650000.0,650000.0,650000.0,650000.0,650000.0,150000.0,"summer,spring,fall,winter"
6113400046,2014-07-23,7,summer,Buy,98166,389999.0,428998.9,506998.7,506998.7,428998.9,506998.7,116999.70000000001,"summer,spring"
5468730030,2014-08-22,8,summer,Buy,98042,265000.0,344500.0,344500.0,344500.0,344500.0,344500.0,79500.0,"summer,spring,fall,winter"
5104530560,2015-04-01,4,spring,Buy,98038,208633.0,271222.9,271222.9,271222.9,271222.9,271222.9,62589.90000000002,"summer,spring,fall,winter"
4330600350,2015-01-15,1,winter,Buy,98166,315000.0,409500.0,409500.0,409500.0,409500.0,409500.0,94500.0,"summer,spring,fall,winter"
5016001535,2015-02-17,2,winter,Buy,98112,725000.0,942500.0,942500.0,942500.0,942500.0,942500.0,217500.0,"summer,spring,fall,winter"
7280300196,2015-04-03,4,spring,Buy,98177,550000.0,715000.0,715000.0,605000.0,715000.0,715000.0,165000.0,"winter,spring,fall"
8651520400,2014-06-12,6,summer,Buy,98074,610750.0,793975.0,793975.0,793975.0,793975.0,793975.0,183225.0,"summer,spring,fall,winter"
7171200445,2015-02-28,2,winter,Buy,98105,550700.0,715910.0,715910.0,715910.0,715910.0,715910.0,165210.0,"summer,spring,fall,winter"
7994700030,2014-10-23,10,fall,Buy,98065,201000.0,261300.0,261300.0,261300.0,261300.0,261300.0,60300.0,"summer,spring,fall,winter"
1328320800,2014-11-05,11,fall,Buy,98058,305000.0,396500.0,396500.0,396500.0,396500.0,396500.0,91500.0,"summer,spring,fall,winter"
9521101455,2014-07-23,7,summer,Buy,98103,548000.0,602800.0,712400.0,712400.0,712400.0,712400.0,164400.0,"summer,spring,winter"
4337000335,2014-11-22,11,fall,Buy,98166,268750.0,349375.0,349375.0,349375.0,349375.0,349375.0,80625.0,"summer,spring,fall,winter"
2597650240,2014-10-23,10,fall,Buy,98027,520000.0,676000.0,676000.0,676000.0,676000.0,676000.0,156000.0,"summer,spring,fall,winter"
3353400435,2014-07-21,7,summer,Buy,98001,230000.0,299000.0,299000.0,299000.0,299000.0,299000.0,69000.0,"summer,spring,fall,winter"
7972000240,2015-02-02,2,winter,Buy,98023,240000.0,312000.0,312000.0,312000.0,312000.0,312000.0,72000.0,"summer,spring,fall,winter"
7520000520,2015-03-11,3,spring,Buy,98146,240500.0,312650.0,312650.0,312650.0,312650.0,312650.0,72150.0,"summer,spring,fall,winter"
3530210260,2014-10-27,10,fall,Buy,98077,274975.0,357467.5,357467.5,357467.5,357467.5,357467.5,82492.5,"summer,spring,fall,winter"
191100045,2014-07-03,7,summer,Buy,98040,940000.0,1222000.0,1222000.0,1034000.0,1222000.0,1222000.0,282000.0,"winter,spring,fall"
5009600070,2014-10-07,10,fall,Buy,98038,260000.0,338000.0,338000.0,338000.0,338000.0,338000.0,78000.0,"summer,spring,fall,winter"
405100295,2014-08-26,8,summer,Buy,98133,265000.0,344500.0,344500.0,344500.0,344500.0,344500.0,79500.0,"summer,spring,fall,winter"
4268200055,2015-05-01,5,spring,Buy,98178,245000.0,318500.0,318500.0,318500.0,318500.0,318500.0,73500.0,"summer,spring,fall,winter"
3126069068,2015-04-24,4,spring,Buy,98052,485000.0,630500.0,630500.0,630500.0,630500.0,630500.0,145500.0,"summer,spring,fall,winter"
7004200060,2014-10-17,10,fall,Buy,98070,309600.0,402480.0,402480.0,402480.0,402480.0,402480.0,92880.0,"summer,spring,fall,winter"
3969300030,2014-12-29,12,winter,Buy,98178,239900.0,311870.0,311870.0,311870.0,311870.0,311870.0,71970.0,"summer,spring,fall,winter"
4048400070,2014-12-05,12,winter,Buy,98059,320000.0,416000.0,416000.0,416000.0,416000.0,416000.0,96000.0,"summer,spring,fall,winter"
808000070,2014-10-21,10,fall,Buy,98030,206600.0,268580.0,268580.0,268580.0,268580.0,268580.0,61980.0,"summer,spring,fall,winter"
7325600160,2014-06-04,6,summer,Buy,98014,299000.0,388700.0,388700.0,388700.0,388700.0,388700.0,89700.0,"summer,spring,fall,winter"
2757000030,2014-09-22,9,fall,Buy,98040,855000.0,1111500.0,1111500.0,1111500.0,1111500.0,1111500.0,256500.0,"summer,spring,fall,winter"
616000140,2015-01-26,1,winter,Buy,98166,315000.0,409500.0,409500.0,409500.0,409500.0,409500.0,94500.0,"summer,spring,fall,winter"
3363900111,2014-12-03,12,winter,Buy,98103,437500.0,568750.0,568750.0,568750.0,568750.0,568750.0,131250.0,"summer,spring,fall,winter"
9262800171,2015-03-24,3,spring,Buy,98001,252000.0,277200.0,327600.0,327600.0,327600.0,327600.0,75600.0,"summer,spring,winter"
5416510830,2014-08-06,8,summer,Buy,98038,300000.0,390000.0,390000.0,390000.0,390000.0,390000.0,90000.0,"summer,spring,fall,winter"
2201500030,2014-10-06,10,fall,Buy,98006,420000.0,546000.0,546000.0,546000.0,546000.0,546000.0,126000.0,"summer,spring,fall,winter"
3211290370,2014-06-05,6,summer,Buy,98053,463000.0,601900.0,601900.0,601900.0,601900.0,601900.0,138900.0,"summer,spring,fall,winter"
1072010350,2014-08-28,8,summer,Buy,98059,380000.0,494000.0,494000.0,494000.0,494000.0,494000.0,114000.0,"summer,spring,fall,winter"
8856950070,2014-12-10,12,winter,Buy,98038,329500.0,428350.0,428350.0,428350.0,428350.0,428350.0,98850.0,"summer,spring,fall,winter"
925059078,2014-08-19,8,summer,Buy,98033,604950.0,786435.0,786435.0,786435.0,786435.0,786435.0,181485.0,"summer,spring,fall,winter"
3291800710,2014-11-20,11,fall,Buy,98056,338000.0,439400.0,439400.0,439400.0,439400.0,439400.0,101400.0,"summer,spring,fall,winter"
6838700060,2014-12-04,12,winter,Buy,98056,280000.0,364000.0,364000.0,364000.0,364000.0,364000.0,84000.0,"summer,spring,fall,winter"
8155830060,2014-08-11,8,summer,Buy,98056,297000.0,386100.0,386100.0,386100.0,386100.0,386100.0,89100.0,"summer,spring,fall,winter"
98020310,2014-05-20,5,spring,Buy,98075,730000.0,803000.0,949000.0,949000.0,949000.0,949000.0,219000.0,"summer,spring,winter"
1545804860,2014-10-27,10,fall,Buy,98038,275000.0,357500.0,357500.0,357500.0,357500.0,357500.0,82500.0,"summer,spring,fall,winter"
